player_id,overall_rank,tier,pos_rank,pos_tier,player_name,position,team,proj_p10,proj_p50,proj_p90,vor,replacement_baseline,projected_season,proj_ppg_p50,proj_games_p50,inj_weeks_out,inj_weeks_on_report,inj_primary,adp,adp_rank,value_vs_adp
00-0036497,622,8,222,8,Tim Jones,WR,JAX,2.6,12.5,64.2,-124.0,136.5,2026,1.41,7.0,0.0,0.0,,642.0,642.0,20.0
00-0033572,623,8,223,8,Jamal Agnew,WR,ATL,2.4,12.4,42.1,-124.1,136.5,2026,1.4,9.7,2.0,4.0,Groin,534.0,534.0,-89.0
00-0035602,624,8,224,8,Alex Bachman,WR,LV,2.3,12.3,46.5,-124.2,136.5,2026,1.28,9.4,2.0,4.0,Thumb,670.0,670.0,46.0
00-0034867,625,8,224,8,Malik Turner,WR,SF,3.2,12.3,45.5,-124.2,136.5,2026,1.55,7.1,0.0,0.0,,685.0,685.0,60.0
00-0036331,626,8,226,8,Devin Duvernay,WR,CHI,2.6,12.2,48.9,-124.3,136.5,2026,1.12,13.8,0.0,2.0,Hamstring,636.0,636.0,10.0
00-0036133,627,8,226,8,James Proche,WR,TEN,3.4,12.2,64.8,-124.3,136.5,2026,1.98,7.7,0.0,0.0,,,,
00-0034419,628,8,228,8,Braxton Berrios,WR,HOU,3.3,12.0,54.2,-124.5,136.5,2026,1.8,7.5,2.0,7.0,Hamstring,682.0,682.0,54.0
00-0037132,629,8,229,8,Britain Covey,WR,PHI,2.5,11.5,53.5,-125.0,136.5,2026,1.15,8.5,0.0,0.0,,322.0,322.0,-307.0
00-0037745,630,8,230,8,Velus Jones Jr.,WR,SEA,2.5,11.4,55.6,-125.1,136.5,2026,1.55,8.9,0.0,1.0,Knee,549.0,549.0,-81.0
00-0035645,631,8,231,8,Gunner Olszewski,WR,NYG,2.9,11.3,53.9,-125.2,136.5,2026,1.0,12.4,0.0,3.0,Back,658.0,658.0,27.0
00-0036463,632,8,232,8,Chris Blair,WR,ATL,2.7,10.8,61.0,-125.7,136.5,2026,3.29,6.6,0.0,0.0,,588.0,588.0,-44.0
00-0035639,633,8,233,8,Parris Campbell,WR,DAL,3.3,10.7,48.7,-125.8,136.5,2026,1.38,6.9,0.0,0.0,,999.0,999.0,366.0
00-0035876,634,8,234,8,Andre Baccellia,WR,ARI,3.0,10.6,51.5,-125.9,136.5,2026,1.84,7.4,0.0,0.0,,999.0,999.0,365.0
00-0032951,635,8,234,8,Laquon Treadwell,WR,IND,2.6,10.6,38.2,-125.9,136.5,2026,0.89,7.6,0.0,0.0,,549.0,549.0,-86.0
00-0034860,636,8,236,8,Dante Pettis,WR,NO,3.8,10.5,55.6,-126.0,136.5,2026,1.74,7.6,0.0,0.0,,637.0,637.0,1.0
00-0034487,637,8,237,8,Trent Sherfield,WR,ARI,3.2,10.2,53.2,-126.3,136.5,2026,1.42,6.9,0.0,1.0,Toe,699.0,699.0,62.0
00-0034928,638,8,238,8,Steven Sims,WR,ARI,2.5,10.1,46.1,-126.4,136.5,2026,0.95,7.8,0.0,0.0,,634.0,634.0,-4.0
00-0035544,639,8,238,8,Tom Kennedy,WR,DET,2.7,10.1,49.4,-126.4,136.5,2026,1.16,7.9,0.0,1.0,Abdomen,553.0,553.0,-86.0
00-0034854,640,8,240,8,KhaDarel Hodge,WR,ATL,3.5,9.9,47.4,-126.6,136.5,2026,1.57,7.7,2.0,6.0,Groin,,,
00-0031763,641,8,241,8,DeAndre Carter,WR,CLE,2.4,9.0,23.8,-127.5,136.5,2026,0.61,7.7,0.0,1.0,Concussion,999.0,999.0,358.0
00-0035228,642,8,33,4,Kyler Murray,QB,ARI,48.1,153.1,462.6,-133.3,343.5,2026,23.07,6.8,0.0,4.0,Foot,89.0,89.0,-553.0
00-0039376,643,8,34,4,Spencer Rattler,QB,NO,29.5,139.3,402.8,-142.9,343.5,2026,21.78,8.3,0.0,1.0,Finger,686.0,686.0,43.0
00-0022942,644,8,35,4,Philip Rivers,QB,IND,34.0,129.9,430.1,-149.5,343.5,2026,22.77,6.7,0.0,0.0,,338.0,338.0,-306.0
00-0032268,645,8,36,4,Marcus Mariota,QB,WAS,20.4,127.8,391.5,-151.0,343.5,2026,21.98,6.9,2.0,3.0,Hand,508.0,508.0,-137.0
00-0036945,646,8,37,4,Justin Fields,QB,NYJ,25.8,121.1,409.5,-155.7,343.5,2026,21.84,8.0,3.0,7.0,Knee,429.0,429.0,-217.0
00-0040668,647,8,38,4,Shedeur Sanders,QB,CLE,17.5,119.7,353.8,-156.7,343.5,2026,19.84,6.3,0.0,4.0,Back,227.0,227.0,-420.0
00-0031503,648,8,39,4,Jameis Winston,QB,NYG,7.3,103.6,397.1,-167.9,343.5,2026,22.13,5.9,0.0,0.0,,517.0,517.0,-131.0
00-0039164,649,8,40,4,Anthony Richardson,QB,IND,19.3,102.6,269.0,-168.6,343.5,2026,18.85,5.0,3.0,3.0,Eye,452.0,452.0,-197.0
00-0040234,650,8,41,5,Quinn Ewers,QB,MIA,2.7,99.1,348.1,-171.1,343.5,2026,14.81,6.8,0.0,0.0,,531.0,531.0,-119.0
00-0029604,651,8,42,5,Kirk Cousins,QB,ATL,17.7,87.6,344.4,-179.1,343.5,2026,18.42,6.5,0.0,0.0,,285.0,285.0,-366.0
00-0040206,652,8,42,5,Riley Leonard,QB,IND,3.1,87.7,259.6,-179.1,343.5,2026,14.65,6.5,0.0,1.0,Knee,547.0,547.0,-105.0
00-0040673,653,8,44,5,Jalen Milroe,QB,SEA,3.3,84.9,319.5,-181.0,343.5,2026,14.58,6.6,0.0,0.0,,512.0,512.0,-141.0
00-0038579,654,8,45,5,Aidan O'Connell,QB,LV,13.3,82.7,356.1,-182.6,343.5,2026,18.32,4.7,3.0,3.0,Wrist,566.0,566.0,-88.0
00-0032950,655,8,46,5,Carson Wentz,QB,MIN,10.2,78.1,344.8,-185.8,343.5,2026,18.14,4.9,0.0,2.0,Shoulder,633.0,633.0,-22.0
00-0040704,656,8,47,5,Dillon Gabriel,QB,CLE,23.3,72.6,333.7,-189.6,343.5,2026,18.63,5.4,1.0,4.0,Concussion,423.0,423.0,-233.0
00-0029263,657,8,48,5,Russell Wilson,QB,NYG,7.0,58.2,337.9,-199.7,343.5,2026,19.01,4.7,0.0,1.0,Ankle,272.0,272.0,-385.0
00-0028118,658,8,49,5,Tyrod Taylor,QB,NYJ,12.5,56.7,329.3,-200.8,343.5,2026,20.53,4.1,2.0,7.0,Groin,611.0,611.0,-47.0
00-0035100,659,8,50,5,Jake Browning,QB,CIN,11.1,51.3,314.5,-204.5,343.5,2026,18.4,4.8,0.0,0.0,,999.0,999.0,340.0
00-0036898,660,8,51,6,Davis Mills,QB,HOU,8.9,50.6,324.3,-205.0,343.5,2026,18.65,4.5,0.0,2.0,Elbow,543.0,543.0,-117.0
00-0040398,661,8,52,6,Brady Cook,QB,NYJ,3.3,48.2,253.0,-206.7,343.5,2026,15.16,4.5,0.0,1.0,Ankle,673.0,673.0,12.0
00-0038128,662,8,53,6,Malik Willis,QB,GB,5.6,43.2,257.9,-210.2,343.5,2026,16.55,4.2,0.0,4.0,Shoulder,118.0,118.0,-544.0
00-0033949,663,8,54,6,Joshua Dobbs,QB,NE,2.9,41.6,257.6,-211.3,343.5,2026,15.07,4.8,0.0,0.0,,687.0,687.0,24.0
00-0039398,664,8,55,6,Joe Milton III,QB,DAL,3.2,41.2,227.9,-211.6,343.5,2026,16.54,4.2,0.0,1.0,Not injury related - personal matter,504.0,504.0,-160.0
00-0035993,665,8,56,6,Tyler Huntley,QB,BAL,6.8,40.1,294.3,-212.4,343.5,2026,17.17,4.4,0.0,0.0,,690.0,690.0,25.0
00-0034771,666,8,57,6,Mason Rudolph,QB,PIT,2.3,39.9,240.5,-212.5,343.5,2026,15.99,3.9,0.0,0.0,,655.0,655.0,-11.0
00-0037012,667,8,58,6,Trey Lance,QB,LAC,3.3,37.1,233.8,-214.5,343.5,2026,15.89,4.5,0.0,0.0,,640.0,640.0,-27.0
00-0031345,668,8,59,6,Jimmy Garoppolo,QB,LA,2.6,34.4,186.7,-216.4,343.5,2026,14.76,3.7,0.0,0.0,,219.0,219.0,-449.0
00-0038400,669,8,60,6,Tanner McKee,QB,PHI,2.5,34.1,178.8,-216.6,343.5,2026,15.01,3.7,1.0,4.0,Thumb,677.0,677.0,8.0
00-0026300,670,8,61,7,Josh Johnson,QB,WAS,2.9,33.2,221.7,-217.2,343.5,2026,15.1,3.1,0.0,0.0,,559.0,559.0,-111.0
00-0035264,671,8,62,7,Jarrett Stidham,QB,DEN,3.4,32.9,177.6,-217.4,343.5,2026,14.68,3.4,0.0,0.0,,325.0,325.0,-346.0
00-0040494,672,8,63,7,Max Brosmer,QB,MIN,2.6,32.7,215.0,-217.6,343.5,2026,15.34,4.2,0.0,0.0,,479.0,479.0,-193.0
00-0037324,673,8,64,7,Chris Oladokun,QB,KC,2.6,32.2,199.8,-217.9,343.5,2026,14.52,2.9,0.0,0.0,,701.0,701.0,28.0
00-0035704,674,8,65,7,Drew Lock,QB,SEA,2.9,30.6,119.7,-219.0,343.5,2026,14.62,3.4,0.0,1.0,Not injury related - personal matter,691.0,691.0,17.0
00-0027973,675,8,66,7,Andy Dalton,QB,CAR,6.2,30.3,156.0,-219.2,343.5,2026,15.29,3.5,0.0,1.0,Thumb,657.0,657.0,-18.0
00-0034955,676,8,66,7,Brett Rypien,QB,CIN,4.1,30.4,260.8,-219.2,343.5,2026,15.34,3.1,0.0,0.0,,664.0,664.0,-12.0
00-0038416,677,8,68,7,Tyson Bagent,QB,CHI,2.3,30.0,179.0,-219.4,343.5,2026,14.85,2.5,0.0,1.0,Illness,546.0,546.0,-131.0
00-0035289,678,8,69,7,Gardner Minshew,QB,KC,2.7,29.7,160.6,-219.7,343.5,2026,14.66,3.7,0.0,0.0,,650.0,650.0,-28.0
00-0037013,679,8,69,7,Zach Wilson,QB,MIA,2.3,29.6,147.1,-219.7,343.5,2026,14.32,3.2,0.0,1.0,Illness,684.0,684.0,5.0
00-0033662,680,8,71,8,Cooper Rush,QB,BAL,2.9,29.3,181.5,-219.9,343.5,2026,14.52,3.7,0.0,0.0,,682.0,682.0,2.0
00-0038102,681,8,72,8,Kenny Pickett,QB,LV,2.6,28.6,187.1,-220.4,343.5,2026,15.39,3.0,0.0,1.0,Hamstring,666.0,666.0,-15.0
00-0031237,682,8,73,8,Teddy Bridgewater,QB,TB,2.8,26.7,99.8,-221.8,343.5,2026,14.02,3.1,0.0,4.0,Illness,999.0,999.0,317.0
00-0033319,683,8,74,8,Nick Mullens,QB,JAX,2.4,25.5,74.9,-222.6,343.5,2026,13.36,3.3,0.0,0.0,,570.0,570.0,-113.0
00-0034577,684,8,75,8,Kyle Allen,QB,DET,2.5,25.1,65.5,-222.9,343.5,2026,13.33,3.7,0.0,0.0,,666.0,666.0,-18.0
00-0039577,685,8,76,8,Kedon Slovis,QB,ARI,2.6,25.0,152.3,-223.0,343.5,2026,13.35,3.2,0.0,0.0,,591.0,591.0,-94.0
00-0033869,686,8,76,8,Mitchell Trubisky,QB,BUF,2.4,24.9,96.6,-223.0,343.5,2026,13.38,3.3,0.0,1.0,Illness,655.0,655.0,-31.0
00-0038582,687,8,78,8,Clayton Tune,QB,GB,2.6,24.8,168.5,-223.1,343.5,2026,13.76,2.9,0.0,0.0,,999.0,999.0,312.0
00-0038658,688,8,78,8,Adrian Martinez,QB,SF,3.1,24.8,142.6,-223.1,343.5,2026,14.44,2.3,0.0,0.0,,603.0,603.0,-85.0
00-0036679,689,8,80,8,Shane Buechele,QB,KC,3.1,24.4,106.5,-223.4,343.5,2026,14.23,2.2,0.0,0.0,,647.0,647.0,-42.0
00-0032434,690,8,81,8,Brandon Allen,QB,TEN,3.0,24.0,101.3,-223.6,343.5,2026,13.23,2.8,0.0,0.0,,663.0,663.0,-27.0
