player_id,overall_rank,tier,pos_rank,pos_tier,player_name,position,team,proj_p10,proj_p50,proj_p90,vor,replacement_baseline,projected_season,proj_ppg_p50,proj_games_p50,inj_weeks_out,inj_weeks_on_report,inj_primary,adp,adp_rank,value_vs_adp
00-0040074,173,3,32,7,Tyler Loop,K,BAL,65.2,108.7,154.6,-6.2,121.2,2026,7.84,15.1,0.0,0.0,,150.0,150.0,-23.0
00-0037809,174,3,19,2,Chig Okonkwo,TE,TEN,42.1,110.8,181.1,-6.5,118.5,2026,7.58,15.8,0.0,7.0,Foot,137.0,137.0,-37.0
00-0037542,175,3,33,7,John Parker Romo,K,ATL,32.2,107.8,156.9,-6.7,121.2,2026,7.78,15.3,0.0,0.0,,,,
DST_CIN,176,3,30,8,CIN D/ST,DST,CIN,15.8,57.4,99.0,-6.8,71.0,2026,,,,,,,,
DST_DAL,177,3,31,8,DAL D/ST,DST,DAL,14.6,56.2,97.8,-7.4,71.0,2026,,,,,,,,
00-0038933,178,3,20,2,Dalton Kincaid,TE,BUF,37.4,109.8,171.2,-7.4,118.5,2026,7.82,12.6,2.0,10.0,Hamstring,81.0,81.0,-97.0
DST_NYJ,179,3,32,8,NYJ D/ST,DST,NYJ,14.0,55.6,97.3,-7.7,71.0,2026,,,,,,,,
00-0037525,180,3,40,3,Jordan Mason,RB,MIN,17.6,84.9,171.4,-7.9,92.8,2026,6.57,13.6,1.0,2.0,Ankle,96.0,96.0,-84.0
00-0040735,181,3,39,2,Luther Burden III,WR,CHI,22.3,127.9,207.1,-8.6,136.5,2026,10.31,14.9,2.0,5.0,Ankle,40.0,40.0,-141.0
00-0034084,182,3,34,7,Mike Badgley,K,BUF,27.0,103.6,153.2,-8.8,121.2,2026,7.71,15.6,0.0,0.0,,,,
00-0039229,183,3,34,7,Charlie Smyth,K,NO,69.6,103.6,146.7,-8.8,121.2,2026,7.78,14.2,0.0,1.0,Illness,242.0,242.0,59.0
00-0039498,184,3,34,8,Harrison Mevis,K,LA,32.4,103.7,153.0,-8.8,121.2,2026,7.75,15.0,0.0,0.0,,154.0,154.0,-30.0
00-0038935,185,3,21,2,Brenton Strange,TE,JAX,40.4,107.8,178.7,-9.1,118.5,2026,8.24,12.8,1.0,2.0,Hip,104.0,104.0,-81.0
00-0040189,186,3,22,2,Oronde Gadsden II,TE,LAC,41.8,107.4,182.5,-9.4,118.5,2026,8.18,13.1,0.0,1.0,Knee,83.0,83.0,-103.0
00-0039894,187,3,40,2,Xavier Worthy,WR,KC,37.3,126.8,227.5,-9.7,136.5,2026,10.57,13.9,1.0,11.0,Shoulder,122.0,122.0,-65.0
00-0039032,188,3,41,3,Tyjae Spears,RB,TEN,28.6,82.8,181.1,-10.0,92.8,2026,6.52,13.0,0.0,3.0,Ankle,122.0,122.0,-66.0
00-0035719,189,3,41,2,Deebo Samuel Sr.,WR,WAS,42.0,124.6,209.2,-11.9,136.5,2026,9.69,14.1,1.0,6.0,Heel,131.0,131.0,-58.0
00-0033702,190,3,37,8,Younghoe Koo,K,NYG,20.4,92.2,149.0,-14.5,121.2,2026,7.65,13.1,1.0,1.0,Not injury related - other,999.0,999.0,809.0
00-0033293,191,3,42,3,Aaron Jones,RB,MIN,21.7,78.2,215.4,-14.6,92.8,2026,7.05,12.7,1.0,8.0,Hip,85.0,85.0,-106.0
00-0036555,192,3,43,3,Chuba Hubbard,RB,CAR,21.9,77.3,184.2,-15.5,92.8,2026,6.77,13.2,2.0,4.0,Calf,66.0,66.0,-126.0
00-0039798,193,3,44,3,Isaiah Davis,RB,NYJ,11.4,75.9,159.1,-16.9,92.8,2026,5.45,13.1,1.0,1.0,Concussion,523.0,523.0,330.0
00-0038608,194,3,42,2,Kayshon Boutte,WR,NE,43.3,119.5,178.0,-17.0,136.5,2026,10.2,13.5,2.0,6.0,Concussion,164.0,164.0,-30.0
00-0040130,195,3,43,2,Jayden Higgins,WR,HOU,19.6,119.2,193.0,-17.3,136.5,2026,8.03,15.8,0.0,0.0,,126.0,126.0,-69.0
00-0036244,196,3,23,2,Colby Parkinson,TE,LA,36.9,98.1,147.9,-17.3,118.5,2026,6.72,13.8,0.0,6.0,Shoulder,136.0,136.0,-60.0
00-0023459,197,3,18,2,Aaron Rodgers,QB,PIT,111.4,317.9,471.5,-17.9,343.5,2026,26.1,12.3,0.0,8.0,Wrist,187.0,187.0,-10.0
00-0033906,198,3,45,3,Alvin Kamara,RB,NO,27.6,74.8,201.5,-18.0,92.8,2026,7.17,12.2,6.0,12.0,Knee,119.0,119.0,-79.0
00-0040530,199,3,38,8,Ben Sauls,K,NYG,40.5,84.5,141.6,-18.4,121.2,2026,7.69,11.9,0.0,0.0,,326.0,326.0,127.0
00-0040162,200,3,46,3,Dylan Sampson,RB,CLE,11.3,74.0,187.4,-18.8,92.8,2026,5.29,12.9,2.0,5.0,Calf,129.0,129.0,-71.0
00-0034827,201,3,44,2,DJ Moore,WR,CHI,48.7,117.1,194.3,-19.4,136.5,2026,9.6,14.7,0.0,7.0,Illness,52.0,52.0,-149.0
00-0040691,202,3,19,2,Jaxson Dart,QB,NYG,87.8,315.5,502.4,-19.6,343.5,2026,26.35,12.6,2.0,6.0,Concussion,37.0,37.0,-165.0
00-0026858,203,3,39,8,Graham Gano,K,NYG,32.8,81.7,142.0,-19.8,121.2,2026,7.71,12.3,2.0,4.0,Groin,999.0,999.0,796.0
00-0035189,204,3,40,8,Matthew Wright,K,HOU,37.7,81.4,146.9,-19.9,121.2,2026,7.73,11.7,0.0,0.0,,453.0,453.0,249.0
00-0039405,205,3,47,3,Jawhar Jordan,RB,HOU,7.8,72.0,179.6,-20.8,92.8,2026,6.73,9.9,0.0,0.0,,643.0,643.0,438.0
00-0036158,206,3,48,3,J.K. Dobbins,RB,DEN,15.8,71.9,213.8,-20.9,92.8,2026,7.87,12.2,1.0,1.0,Foot,68.0,68.0,-138.0
00-0031408,207,3,45,2,Mike Evans,WR,TB,37.8,115.3,166.1,-21.2,136.5,2026,9.0,11.6,4.0,11.0,Hamstring,60.0,60.0,-147.0
00-0038951,208,3,49,3,Sean Tucker,RB,TB,13.1,71.6,166.3,-21.2,92.8,2026,6.1,12.8,0.0,2.0,Groin,155.0,155.0,-53.0
00-0033553,209,3,50,3,James Conner,RB,ARI,26.5,71.1,196.1,-21.7,92.8,2026,6.86,11.4,0.0,1.0,Foot,92.0,92.0,-117.0
00-0039934,210,3,41,8,Jude McAtamney,K,NYG,39.1,76.5,133.6,-22.4,121.2,2026,7.61,13.0,0.0,0.0,,549.0,549.0,339.0
00-0037157,211,3,51,3,Bam Knight,RB,ARI,13.2,70.1,175.9,-22.7,92.8,2026,6.58,12.5,0.0,4.0,Ankle,,,
00-0036924,212,3,52,3,Michael Carter,RB,ARI,17.4,68.6,169.4,-24.2,92.8,2026,6.12,12.6,0.0,0.0,,660.0,660.0,448.0
00-0035250,213,3,53,3,Devin Singletary,RB,NYG,13.3,68.4,174.1,-24.4,92.8,2026,6.32,13.8,0.0,0.0,,660.0,660.0,447.0
00-0038797,214,3,54,3,Emanuel Wilson,RB,GB,9.2,67.6,157.1,-25.2,92.8,2026,5.81,13.2,0.0,1.0,Illness,161.0,161.0,-53.0
00-0038152,215,3,42,8,Lucas Havrisik,K,GB,26.1,70.2,143.1,-25.5,121.2,2026,7.49,12.0,0.0,0.0,,999.0,999.0,784.0
00-0037261,216,3,46,2,Khalil Shakir,WR,BUF,34.8,109.4,211.8,-27.1,136.5,2026,9.51,14.0,0.0,3.0,Ankle,120.0,120.0,-96.0
00-0038994,217,3,47,2,Jordan Addison,WR,MIN,28.2,109.3,213.1,-27.2,136.5,2026,9.39,13.4,0.0,1.0,Achilles,99.0,99.0,-118.0
00-0035229,218,3,24,2,T.J. Hockenson,TE,MIN,33.4,85.7,167.3,-27.9,118.5,2026,6.84,13.6,2.0,3.0,Shoulder,128.0,128.0,-90.0
00-0037816,219,3,48,2,Romeo Doubs,WR,GB,32.9,108.4,203.7,-28.1,136.5,2026,8.47,13.9,0.0,4.0,Wrist,117.0,117.0,-102.0
00-0035659,220,3,49,2,Terry McLaurin,WR,WAS,34.0,108.1,191.2,-28.4,136.5,2026,7.95,12.2,7.0,10.0,Quadricep,54.0,54.0,-166.0
00-0040719,221,3,55,3,Bhayshul Tuten,RB,JAX,7.7,64.3,146.3,-28.5,92.8,2026,5.56,12.4,1.0,8.0,Finger,44.0,44.0,-177.0
00-0038129,222,3,25,2,Cade Otton,TE,TB,31.1,83.7,164.7,-29.6,118.5,2026,7.37,14.3,0.0,3.0,Knee,148.0,148.0,-74.0
00-0039150,223,3,20,2,Bryce Young,QB,CAR,112.7,300.9,433.9,-29.8,343.5,2026,25.07,11.1,0.0,3.0,Ankle,127.0,127.0,-96.0
00-0033699,224,3,56,3,Austin Ekeler,RB,WAS,18.1,62.8,134.5,-30.0,92.8,2026,5.88,8.4,0.0,1.0,Shoulder,317.0,317.0,93.0
00-0031610,225,3,26,2,Darren Waller,TE,MIA,26.3,82.4,136.1,-30.7,118.5,2026,6.06,12.6,3.0,13.0,Hip,369.0,369.0,144.0
00-0040170,226,3,50,2,Elic Ayomanor,WR,TEN,18.0,105.7,202.6,-30.8,136.5,2026,7.68,14.8,1.0,2.0,Hamstring,185.0,185.0,-41.0
00-0039163,227,3,21,3,C.J. Stroud,QB,HOU,70.0,299.4,458.2,-30.9,343.5,2026,26.14,12.1,3.0,4.0,Concussion,101.0,101.0,-126.0
00-0038555,228,3,57,3,Tank Bigsby,RB,PHI,6.3,61.6,139.7,-31.2,92.8,2026,5.36,12.2,0.0,1.0,Illness,147.0,147.0,-81.0
00-0040584,229,3,27,2,Gunnar Helm,TE,TEN,20.0,81.1,160.9,-31.8,118.5,2026,7.01,14.3,1.0,3.0,Toe,153.0,153.0,-76.0
00-0038454,230,3,58,4,Keaton Mitchell,RB,BAL,6.1,60.8,146.3,-32.0,92.8,2026,5.3,11.5,0.0,3.0,Knee,148.0,148.0,-82.0
00-0040198,231,3,59,4,Ollie Gordon II,RB,MIA,10.5,60.7,175.7,-32.1,92.8,2026,5.05,12.8,0.0,3.0,Ankle,428.0,428.0,197.0
00-0038124,232,3,51,2,Christian Watson,WR,GB,30.0,104.1,188.2,-32.4,136.5,2026,8.17,13.6,2.0,10.0,Knee,64.0,64.0,-168.0
00-0033526,233,3,60,4,Samaje Perine,RB,CIN,3.1,59.9,152.4,-32.9,92.8,2026,5.15,12.6,1.0,5.0,Ankle,409.0,409.0,176.0
00-0034753,234,3,28,2,Mark Andrews,TE,BAL,29.6,77.7,160.8,-34.7,118.5,2026,6.45,13.7,0.0,1.0,Glute,96.0,96.0,-138.0
00-0039916,235,3,52,2,Ricky Pearsall,WR,SF,26.5,101.5,202.1,-35.0,136.5,2026,9.0,12.9,7.0,13.0,Knee,244.0,244.0,9.0
00-0038563,236,3,53,2,Tre Tucker,WR,LV,31.5,100.9,207.0,-35.6,136.5,2026,8.71,14.6,0.0,1.0,Knee,183.0,183.0,-53.0
00-0038611,237,3,61,4,Chris Rodriguez Jr.,RB,WAS,5.4,56.9,164.3,-35.9,92.8,2026,6.0,11.6,0.0,7.0,Calf,126.0,126.0,-111.0
00-0037112,238,3,29,2,Jake Tonges,TE,SF,24.5,76.0,142.6,-36.1,118.5,2026,5.62,12.6,0.0,0.0,,178.0,178.0,-60.0
00-0039901,239,3,54,2,Keon Coleman,WR,BUF,17.1,100.2,185.9,-36.3,136.5,2026,6.73,13.3,0.0,2.0,Groin,206.0,206.0,-33.0
00-0035243,240,3,62,4,Miles Sanders,RB,DAL,2.9,56.2,161.0,-36.6,92.8,2026,5.71,10.5,1.0,2.0,Knee,290.0,290.0,50.0
00-0037746,241,3,63,4,Brian Robinson,RB,SF,9.5,55.9,148.0,-36.9,92.8,2026,4.85,12.6,0.0,0.0,,80.0,80.0,-161.0
00-0035689,242,3,30,2,Dawson Knox,TE,BUF,26.2,75.1,141.7,-36.9,118.5,2026,5.23,13.0,0.0,4.0,Knee,684.0,684.0,442.0
00-0036894,243,3,31,2,Pat Freiermuth,TE,PIT,26.3,74.8,159.5,-37.1,118.5,2026,6.61,13.3,0.0,1.0,Quadricep,230.0,230.0,-13.0
00-0040078,244,3,64,4,Brashard Smith,RB,KC,10.8,55.5,134.4,-37.3,92.8,2026,3.99,12.3,0.0,3.0,Toe,182.0,182.0,-62.0
00-0038997,245,3,55,2,Josh Downs,WR,IND,28.2,98.9,206.4,-37.6,136.5,2026,7.95,13.8,1.0,7.0,Concussion,111.0,111.0,-134.0
00-0039910,246,3,22,3,Jayden Daniels,QB,WAS,76.0,289.1,543.0,-38.1,343.5,2026,26.07,12.3,10.0,16.0,Elbow,18.0,18.0,-228.0
00-0040202,247,3,65,4,Devin Neal,RB,NO,5.7,54.2,174.2,-38.6,92.8,2026,5.16,11.6,0.0,4.0,Ankle,169.0,169.0,-78.0
00-0034791,248,3,66,4,Nick Chubb,RB,HOU,4.9,53.9,169.3,-38.9,92.8,2026,5.61,12.9,0.0,3.0,Ribs,244.0,244.0,-4.0
00-0030279,249,3,56,2,Keenan Allen,WR,LAC,32.4,97.5,164.4,-39.0,136.5,2026,8.22,13.8,0.0,9.0,Not injury related - resting player,177.0,177.0,-72.0
00-0033885,250,3,32,2,David Njoku,TE,CLE,27.7,72.2,151.4,-39.4,118.5,2026,6.25,12.8,5.0,13.0,Knee,131.0,131.0,-119.0
00-0035537,251,3,67,4,Ty Johnson,RB,BUF,13.8,52.6,145.9,-40.2,92.8,2026,4.09,13.5,0.0,0.0,,534.0,534.0,283.0
00-0040705,252,3,57,2,Chimere Dike,WR,TEN,17.9,96.3,182.1,-40.2,136.5,2026,7.16,15.7,0.0,2.0,Chest,175.0,175.0,-77.0
00-0033955,253,3,68,4,Jeremy McNichols,RB,WAS,9.7,51.5,127.1,-41.3,92.8,2026,3.91,12.9,0.0,1.0,Hamstring,477.0,477.0,224.0
00-0039373,254,3,69,4,Audric Estimé,RB,NO,0.5,51.0,163.0,-41.8,92.8,2026,5.53,9.9,0.0,0.0,,190.0,190.0,-64.0
00-0037545,255,3,58,2,Rashid Shaheed,WR,SEA,26.6,94.6,197.1,-41.9,136.5,2026,7.68,14.0,0.0,2.0,Hip,149.0,149.0,-106.0
00-0039890,256,3,59,2,Adonai Mitchell,WR,NYJ,16.9,94.5,174.9,-42.0,136.5,2026,7.33,14.8,0.0,0.0,,162.0,162.0,-94.0
00-0037197,257,3,70,4,Isiah Pacheco,RB,KC,6.6,50.2,163.5,-42.6,92.8,2026,5.37,11.9,3.0,6.0,Knee,151.0,151.0,-106.0
00-0039921,258,3,71,4,Trey Benson,RB,ARI,5.9,49.4,135.6,-43.4,92.8,2026,5.3,9.8,3.0,3.0,Knee,114.0,114.0,-144.0
00-0038705,259,4,72,4,Emari Demercado,RB,ARI,6.1,48.3,149.5,-44.5,92.8,2026,4.97,11.6,4.0,6.0,Ankle,504.0,504.0,245.0
00-0037838,260,4,33,2,Isaiah Likely,TE,BAL,16.0,64.7,150.1,-45.7,118.5,2026,5.1,12.4,3.0,6.0,Foot,107.0,107.0,-153.0
00-0040736,261,4,34,2,Mason Taylor,TE,NYJ,21.6,64.5,163.2,-45.9,118.5,2026,6.13,13.5,4.0,8.0,Neck,138.0,138.0,-123.0
00-0039874,262,4,73,4,Jaylen Wright,RB,MIA,3.7,46.6,160.1,-46.2,92.8,2026,5.74,10.5,1.0,3.0,Knee,174.0,174.0,-88.0
00-0036407,263,4,60,2,Jerry Jeudy,WR,CLE,18.4,89.0,193.1,-47.5,136.5,2026,7.12,14.0,0.0,2.0,Knee,160.0,160.0,-103.0
00-0033881,264,4,35,3,Evan Engram,TE,DEN,24.1,62.5,144.8,-47.6,118.5,2026,6.14,13.2,1.0,3.0,Back,484.0,484.0,220.0
00-0033921,265,4,61,3,Chris Godwin Jr.,WR,TB,22.5,88.0,156.6,-48.5,136.5,2026,7.31,11.9,8.0,16.0,Fibula,88.0,88.0,-177.0
00-0038551,266,4,74,4,Kendre Miller,RB,NO,3.8,44.1,132.5,-48.7,92.8,2026,4.61,10.1,0.0,0.0,,180.0,180.0,-86.0
00-0036755,267,4,74,4,Jaret Patterson,RB,LAC,2.3,44.1,123.4,-48.7,92.8,2026,4.44,9.8,0.0,0.0,,633.0,633.0,366.0
00-0034829,268,4,36,3,Mike Gesicki,TE,CIN,18.6,58.8,145.6,-50.7,118.5,2026,5.08,12.2,1.0,2.0,Pectoral,416.0,416.0,148.0
00-0040238,269,4,76,4,LeQuint Allen Jr.,RB,JAX,7.3,41.3,120.0,-51.5,92.8,2026,3.52,11.5,0.0,0.0,,501.0,501.0,232.0
00-0035644,270,4,37,3,Noah Fant,TE,CIN,16.4,57.8,143.3,-51.6,118.5,2026,5.0,12.0,2.0,4.0,Ankle,642.0,642.0,372.0
00-0039066,271,4,38,3,Michael Mayer,TE,LV,18.8,57.7,136.5,-51.7,118.5,2026,5.18,13.2,3.0,6.0,Ankle,446.0,446.0,175.0
00-0037252,272,4,39,3,Greg Dulcich,TE,MIA,11.8,56.4,142.2,-52.8,118.5,2026,4.81,10.9,0.0,0.0,,230.0,230.0,-42.0
00-0033858,273,4,40,3,Jonnu Smith,TE,PIT,20.5,56.3,122.1,-52.9,118.5,2026,4.27,12.3,0.0,6.0,Not injury related - resting player,592.0,592.0,319.0
00-0039074,274,4,41,3,Davis Allen,TE,LA,18.1,56.0,130.9,-53.1,118.5,2026,4.43,12.6,0.0,1.0,Knee,661.0,661.0,387.0
00-0036893,275,4,77,5,Najee Harris,RB,LAC,2.1,38.9,106.6,-53.9,92.8,2026,4.63,8.6,0.0,1.0,Eye,170.0,170.0,-105.0
00-0037005,276,4,42,3,Tommy Tremble,TE,CAR,16.7,54.1,120.7,-54.7,118.5,2026,4.12,13.6,0.0,0.0,,597.0,597.0,321.0
00-0039410,277,4,62,3,Ryan Flournoy,WR,DAL,15.5,81.8,147.1,-54.7,136.5,2026,5.23,14.4,0.0,2.0,Knee,199.0,199.0,-78.0
00-0033110,278,4,42,3,Tyler Higbee,TE,LA,16.8,54.1,137.9,-54.7,118.5,2026,5.26,12.1,0.0,9.0,Hip,652.0,652.0,374.0
00-0036290,279,4,44,3,Cole Kmet,TE,CHI,14.5,52.7,126.8,-55.9,118.5,2026,4.37,12.6,1.0,6.0,Back,496.0,496.0,217.0
00-0039041,280,4,45,3,Elijah Higgins,TE,ARI,17.7,51.2,109.3,-57.2,118.5,2026,3.75,13.8,0.0,1.0,Illness,668.0,668.0,388.0
00-0040134,281,4,63,3,Pat Bryant,WR,DEN,14.2,79.2,162.4,-57.3,136.5,2026,7.26,13.5,2.0,6.0,Concussion,172.0,172.0,-109.0
00-0036328,282,4,78,5,Antonio Gibson,RB,NE,2.0,35.5,124.8,-57.3,92.8,2026,4.21,9.5,1.0,1.0,Knee,367.0,367.0,85.0
00-0040644,283,4,79,5,Trevor Etienne,RB,CAR,8.4,35.3,108.5,-57.5,92.8,2026,2.66,11.0,0.0,0.0,,690.0,690.0,407.0
00-0039880,284,4,64,3,Malik Washington,WR,MIA,14.4,78.7,161.9,-57.8,136.5,2026,5.76,15.2,0.0,2.0,Knee,175.0,175.0,-109.0
00-0038558,285,4,46,3,Darnell Washington,TE,PIT,16.6,49.7,127.1,-58.5,118.5,2026,4.87,12.5,0.0,2.0,Concussion,492.0,492.0,207.0
00-0039794,286,4,80,5,Braelon Allen,RB,NYJ,1.8,34.2,130.4,-58.6,92.8,2026,4.38,8.5,0.0,1.0,Knee,135.0,135.0,-151.0
00-0039491,287,4,65,3,Jalen Coker,WR,CAR,15.7,77.7,161.3,-58.8,136.5,2026,6.61,12.4,0.0,2.0,Quadricep,132.0,132.0,-155.0
00-0040737,288,4,47,3,Terrance Ferguson,TE,LA,11.0,48.5,110.5,-59.5,118.5,2026,4.19,11.7,0.0,1.0,Hamstring,141.0,141.0,-147.0
00-0040194,289,4,47,3,Jackson Hawes,TE,BUF,14.0,48.5,114.0,-59.5,118.5,2026,4.09,11.9,0.0,2.0,Ankle,614.0,614.0,325.0
00-0040676,290,4,23,3,Cam Ward,QB,TEN,52.9,258.3,435.0,-59.6,343.5,2026,24.13,11.0,0.0,1.0,Ankle,103.0,103.0,-187.0
00-0034975,291,4,81,5,Justice Hill,RB,BAL,7.2,32.9,147.9,-59.9,92.8,2026,4.25,11.1,2.0,3.0,Neck,219.0,219.0,-72.0
00-0037291,292,4,66,3,Jalen Nailor,WR,MIN,13.1,76.5,129.3,-60.0,136.5,2026,4.92,15.0,0.0,3.0,Hand,167.0,167.0,-125.0
00-0039875,293,4,82,5,Ray Davis,RB,BUF,10.2,32.7,113.1,-60.1,92.8,2026,3.3,12.3,0.0,2.0,Illness,167.0,167.0,-126.0
00-0040187,294,4,49,3,Mitchell Evans,TE,CAR,11.1,47.8,111.7,-60.1,118.5,2026,4.3,13.3,0.0,0.0,,534.0,534.0,240.0
00-0039356,295,4,49,3,Ja'Tavion Sanders,TE,CAR,14.0,47.8,114.1,-60.1,118.5,2026,4.01,12.9,2.0,5.0,Ankle,576.0,576.0,281.0
00-0038976,296,4,67,3,Marvin Mims Jr.,WR,DEN,12.6,76.3,154.4,-60.2,136.5,2026,5.72,14.0,2.0,7.0,Concussion,192.0,192.0,-104.0
00-0029892,297,4,83,5,Kyle Juszczyk,RB,SF,13.1,32.4,80.6,-60.4,92.8,2026,3.25,12.0,0.0,3.0,Concussion,,,
